query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f298e4cb6d14e832c15a8365fd43b79ec410b8f,216525379,Application of Landsat 8 OLI for monitoring the coastal waters of the US Virgin Islands,K. Kerrigan; Adem Ali,2020,2020-04-10,International Journal of Remote Sensing,,10.1080/01431161.2020.1731770,,,https://www.semanticscholar.org/paper/2f298e4cb6d14e832c15a8365fd43b79ec410b8f,False,,8,109,0,Environmental Science,Environmental Science; Environmental Science,"ABSTRACT Previous studies in the US Virgin Islands (USVI) have shown that land-based sources of pollution associated with watershed development coupled with climate is causing coral reef degradation. A good indicator that can be used to assess stress on these environments is the water quality. Conventional assessment methods based on in-situ measurements are timely and costly. Satellite remote sensing techniques offer better spatial coverage and temporal resolution to accurately characterize the dynamic nature of Water Quality Parameters (WQPs, chlorophyll-a), total suspended sediments (TSM), and coloured-dissolved organic matter). However, the interference of multiple optically active WQPs that characterize the water column as well as reflectance from the bottom substrates poses a challenge especially in shallow coastal environments such as the USVI. The optical properties of USVI waters are a function of multiple WQPs with chlorophyll-a values ranging from 0.10 to 2.35 μg L−1 and TSM values from 8.97 to 15.7 mg L−1. In this study, field data were combined with NASA’s Landsat Operational Land Imager (OLI) sensor data to specifically model chlorophyll-a variability in the USVI waters based on spectral indices approach. Landsat OLI spectral-based model produced promising results for characterizing the variability of chlorophyll-a in the USVI (coefficient of determination (R 2) = 0.70; root-mean-square error (RMSE) = 0.042 μg L−1). Model developed in this study will significantly improve near-real time and long-term water quality monitoring in USVI and this will potentially help to provide insight to factors contributing to coral reef decline."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f32c03fc85506a682f3b5ca56472312acbfc657,132826754,Chapter 7 – Precipitation Systems of Major Sedimentary Bodies—Collector Rocks of Oil and Gas,S. Haldar; Josip Tišljar,2014,,,,10.1016/B978-0-12-408133-8.00007-9,,,https://www.semanticscholar.org/paper/2f32c03fc85506a682f3b5ca56472312acbfc657,False,,1,0,0,Geology,Geology; Environmental Science; Geology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f44e6dbc12a888955096cc3fd8a770d0aad477e,58912599,The perfect calm: Reoccurring mass die-offs on a remote coral atoll,L. Gajdzik; T. DeCarlo,2017,2017-09-14,,,10.19185/MATTERS.201707000003,,,https://www.semanticscholar.org/paper/2f44e6dbc12a888955096cc3fd8a770d0aad477e,True,https://sciencematters.io/articles/201707000003/pdf,11,15,0,Geology,Geology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f6bbcfbaafef2b222a445bee1c3e422cc401b87,90392086,The role of tabular structure in the ecology of large reef fishes,J. T. Kerry,2015,2015-11-01,,,,,,https://www.semanticscholar.org/paper/2f6bbcfbaafef2b222a445bee1c3e422cc401b87,False,,0,0,0,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f6e491012a8c21806565d59b67ed6f42dc328b4,132094264,"BIO-AND LITHOFACIES DIFFERENTIAIONS OF THE LEIJIATUN FORMATION(LATE AERONIAN,LLANDOVERY,SILURIAN)IN SHIQIAN,NE GUIZHOU,SW CHINA",Mao Yingya,2015,,,,,,,https://www.semanticscholar.org/paper/2f6e491012a8c21806565d59b67ed6f42dc328b4,False,,1,0,0,Geology,Geology; Geology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2f844c45dc8b880d78a8f725c6e84d6e1c61eb84,17014381,"UV‐absorbing compounds in the coral Pocillopora damicornis: Interactive effects of UV radiation, photosynthetically active radiation, and water flow",P. Jokiel; M. Lesser; M. Ondrusek,1997,1997-09-01,,,10.4319/lo.1997.42.6.1468,,,https://www.semanticscholar.org/paper/2f844c45dc8b880d78a8f725c6e84d6e1c61eb84,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.4319/lo.1997.42.6.1468,64,26,7,Biology,Biology; Biology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2fb973c89637257ea5e8ee98daf493f0228d9f9d,140638990,"Sedimentation of terrigenous red soils in coastal area adjacent to an estuary and coral reefs, the Okkubi River estuary, Okinawa Island, Japan",Satoshi Yamamoto; Takumi Chiba,1994,1994-07-01,,,10.1007/BF02234965,,,https://www.semanticscholar.org/paper/2fb973c89637257ea5e8ee98daf493f0228d9f9d,False,,7,14,0,Geology,Geology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2fcaa2b48b0b7f8bfb5620024077a22f8fd69883,174787547,KANDUNGAN TOTAL SUSPENDED SOLID,Kandungan Total; Suspended Solid; Dan Sedimen; D. Dasar; DI Perairan Panimbang,2008,,,,,,,https://www.semanticscholar.org/paper/2fcaa2b48b0b7f8bfb5620024077a22f8fd69883,False,,0,6,0,,Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,2ff67f83bc091d54c8b1533400a7b6fe8ea6b027,128814979,"Dynamic evolution of nutrient discharge under stormflow and baseflow conditions in a coastal agricultural watershed in Ishigaki Island, Okinawa, Japan",A. Blanco; K. Nadaoka; Takahiro Yamamoto; K. Kinjo,2010,2010-08-30,,,10.1002/hyp.7685,,,https://www.semanticscholar.org/paper/2ff67f83bc091d54c8b1533400a7b6fe8ea6b027,False,,41,42,3,Geology,Geology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,300b82ebf6bbb6dec65119197955c701d8a82c3d,1136736,"Dynamics of an Acute Coral Disease Outbreak Associated with the Macroalgae Dictyota SPP. in Dry Tortugas National Park, Florida, USA",M. Brandt; B. Ruttenberg; R. Waara; Jeff Miller; B. Witcher; A. Estep; M. Patterson,2012,2012-10-01,,,10.5343/BMS.2011.1104,,,https://www.semanticscholar.org/paper/300b82ebf6bbb6dec65119197955c701d8a82c3d,True,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1454&context=bio_fac,27,46,1,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,303afc90cc81147ac4708b695c9523dc3bd581e0,222498131,Coral community change on a turbid-zone reef complex: developing baseline records for the central Great Barrier Reef's nearshore coral reefs,J. Johnson; C. Perry; S. Smithers; K. Morgan; K. Johnson,2016,2016-04-01,,,,,,https://www.semanticscholar.org/paper/303afc90cc81147ac4708b695c9523dc3bd581e0,False,,0,0,0,Geography,Geography; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,30660a2cd49c1d0360fd24b06d137fc2ede78e8f,44203874,Macrobenthos communities on reefs of the An Thoi archipelago of the South China Sea,Y. Latypov,2007,,Russian Journal of Marine Biology,,10.1007/BF02759489,,,https://www.semanticscholar.org/paper/30660a2cd49c1d0360fd24b06d137fc2ede78e8f,False,,21,34,1,Biology,Biology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3094eca523004874c311341b8d8540f8815707f3,202913849,"Distribution of Soft Coral Octocorallia (Alcyonacea) in coastal waters of Gonda, Polewali-Mandar, West Sulawesi",Ayub Wirabuana; M. Litaay; W. Moka; D. Priosambodo,2019,2019-09-05,IOP Conference Series: Earth and Environment,Conference,10.1088/1755-1315/279/1/012053,,,https://www.semanticscholar.org/paper/3094eca523004874c311341b8d8540f8815707f3,True,https://iopscience.iop.org/article/10.1088/1755-1315/279/1/012053/pdf,2,17,0,Physics; Environmental Science,Physics; Environmental Science; Environmental Science,"The research on “Distribution of Soft Coral Octocorallia: Alcyonacea population in coastal waters of Gonda, Polewali-Mandar, West Sulawesi” has been done from August to December 2017. This study aims to determine the soft coral distribution and diversity at different depths in Coastal waters of Gonda, Polewali-Mandar, West Sulawesi. The data collection was performed by using the “Line Intercept Transect (LIT)” method with 50 meters transect at a depth of 3 meters and 10 meters at each station. The transect line was following the contour lines. Sample identification was performed by means of video recording. Environmental parameters including temperature, salinity, dissolved oxygen, current, brightness, turbidity, and pH was measured during field campaign, respectively. Data analysis was done by using the Shannon-Wiener Diversity Index, Uniformity index, Dominance index and Morisita Index. The results showed that 16 species from four families of Soft Coral has been found in Gonda Beach, where the number of species found at 10m depth are higher than 3m depth, respectively. The average value of the diversity index at 3m depth (1.62) is higher than at 10m depth (1.34), but both are still classified in the moderate category. The pattern of population distribution in the overall site at this location tends to be random."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,30b58b75ec33f804768d29329b700c927c7f6558,129783049,Monitoring optical properties of the southwest tropical Pacific,C. Dupouy; T. Savranski; J. Lefèvre; M. Despinoy; M. Mangeas; R. Fuchs; V. Faure; S. Ouillon; M. Petit,2010,2010-10-28,Asia-Pacific Remote Sensing,,10.1117/12.869888,,,https://www.semanticscholar.org/paper/30b58b75ec33f804768d29329b700c927c7f6558,False,,4,17,0,Geography; Engineering,Geography; Engineering; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,311d9040c8463528ef62444ed6963766ca67475f,282002743,Hydro- and sediment dynamics in a cold-water coral reef: insights from a 3D numerical model,G. Bartzke; D. Hebbeln; K. Huhn,2025,2025-10-09,Frontiers in Marine Science,JournalArticle,10.3389/fmars.2025.1654625,,,https://www.semanticscholar.org/paper/311d9040c8463528ef62444ed6963766ca67475f,True,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2025.1654625/pdf,0,43,0,,Environmental Science; Geology,"Cold-water coral reefs shape their surrounding environment by modifying local hydrodynamics and sediment dynamics, which in turn influence reef development and mound formation.This study employs a three-dimensional Computational Fluid Dynamics (CFD) model, implemented in OpenFOAM, to investigate how the coral colonies influence near-bed flow and sediment transport processes at centimeter-to-meter scales. The simulated coral framework, composed of twelve colonies arranged in a 3×4 grid, was exposed to steady ambient flow conditions and a uniform sediment supply, to capture velocity fields, turbulent kinetic energy (TKE), and sediment concentration patterns.Results reveal that coral structures induce spatial flow heterogeneity, generating turbulent zones near stems that drive sediment resuspension and low-velocity, where low-turbulence areas promote deposition. Inter-coral gaps emerge as primary depositional zones, where low turbulence facilitates sediment accumulation.This underscores the pivotal role of coral morphology in directing sediment pathways and demonstrates how small-scale hydrodynamic processes govern localized deposition. By linking small-scale hydrodynamics with sediment dynamics, these findings suggest the early stages of mound aggradation, advancing understanding of the physical processes supporting cold-water coral reef development."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3121b58cf48a52451ceafd1dc911d6bad90c7f28,85893118,"The Biology of the Marquesan Sardine, Sardinella marquesensis",E. Nakamura; Robert C. Wilson,1970,1970-07-01,,Review,,,,https://www.semanticscholar.org/paper/3121b58cf48a52451ceafd1dc911d6bad90c7f28,False,,8,13,0,Biology,Biology; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,314b3efafc75cb09efc9f23fdcba33e90177b3cf,30622484,Correction of second order light for the HICO™ sensor onboard the international space satation,Rong-Rong Li; R. Lucke; M. Corson; D. Korwan; B. Gao,2010,2010-07-25,IEEE International Geoscience and Remote Sensing Symposium,JournalArticle,10.1109/IGARSS.2010.5649184,,,https://www.semanticscholar.org/paper/314b3efafc75cb09efc9f23fdcba33e90177b3cf,False,,1,3,0,Geology; Computer Science,Geology; Computer Science; Engineering; Environmental Science; Physics,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,316a88df6f9f8790a642d85a43b8d8b892d47971,29965942,Species-specific impacts of suspended sediments on gill structure and function in coral reef fishes,S. Hess; Leteisha J. Prescott; A. Hoey; S. McMahon; A. Wenger; J. Rummer,2017,2017-11-15,Proceedings of the Royal Society of London. Biological Sciences,JournalArticle,10.1098/rspb.2017.1279,,29093217,https://www.semanticscholar.org/paper/316a88df6f9f8790a642d85a43b8d8b892d47971,True,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2017.1279,48,89,1,Biology; Medicine,Biology; Medicine; Biology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,317a55e5a4712cd81aa91f6d8aa8db3a68134ddb,225151813,Linking large-scale circulation patterns to the distribution of cold water corals along the eastern Rockall Bank (northeast Atlantic),K. Schulz; K. Soetaert; C. Mohn; L. Korte; F. Mienis; G. Duineveld; D. Oevelen,2020,2020-12-01,Journal of Marine Systems,,10.1016/j.jmarsys.2020.103456,,,https://www.semanticscholar.org/paper/317a55e5a4712cd81aa91f6d8aa8db3a68134ddb,False,,14,46,0,Geology,Geology; Environmental Science; Geology,"Abstract Cold-water corals (CWC) are known to tolerate a relatively wide range of environmental conditions. However, along the basin margins of the Rockall Trough (NE Atlantic), the habitat of CWC is confined to a narrow range of 525–1200 m water depth, and the reason for that is not fully understood. To investigate the distribution of CWCs in this area, current velocities and water mass distribution in the Logachev Mound Province were measured with two long-term (1 year) moorings equipped with an acoustic doppler current profiler and fluorescence+turbidity sensors. Additional ship-based water column profiles and discrete water samples, covering a full diurnal tidal cycle, were taken for chemical parameters. The results indicate the presence of a boundary current along the eastern flank of the Rockall Bank, that transports a nutrient-rich water mass southwards and governs the direction of particle transport at the depth band of the CWC mounds. Based on literature results, this northern water mass is identified as Wyville Thomson Ridge Overflow Water (WTOW). The density envelope and depth distribution of WTOW match the reported occurrence of CWC mounds in the Rockall Trough. Hence, the presence of WTOW may be a necessary condition for coral growth and therefore mound formation in the Rockall Trough, e.g. by forming a conduit for particles and coral larvae."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3209e0841e0d69780ce49ea391734b88c5c09326,3482654,Relationship between anthropogenic impacts and bleaching-associated tissue mortality of corals in Curaçao (Netherlands Antilles),I. Nagelkerken,2006,2006-12-01,,,10.15517/RBT.V54I3.26869,,,https://www.semanticscholar.org/paper/3209e0841e0d69780ce49ea391734b88c5c09326,False,,17,59,2,Environmental Science,Environmental Science; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,32196deb4793a8dfb9ef35121bd66721cf366436,3793680,"Influence of predation risk on the sheltering behaviour of the coral-dwelling damselfish, Pomacentrus moluccensis",Robin P. M. Gauff; S. Bejarano; H. Madduppa; B. Subhan; Elyne Dugeny; Yuda A. Perdana; S. Ferse,2018,2018-04-01,Environmental Biology of Fishes,,10.1007/s10641-018-0725-3,,,https://www.semanticscholar.org/paper/32196deb4793a8dfb9ef35121bd66721cf366436,True,https://link.springer.com/content/pdf/10.1007/s10641-018-0725-3.pdf,19,85,0,Biology,Biology; Biology; Environmental Science,"Predation is a key ecosystem function, especially in high diversity systems such as coral reefs. Not only is predation one of the strongest top-down controls of prey population density, but it also is a strong driver of prey behaviour and function through non-lethal effects. We ask whether predation risk influences sheltering behaviour of damselfish living in mutualism with branching corals. Host corals gain multiple advantages from the mutualistic relationship which are determined by the strength of damselfish sheltering. Distance travelled by the Lemon Damselfish Pomacentrus moluccensis away from their host colony was measured here as a proxy for sheltering strength and was expected to be shortest under highest predation risk. Predation risk, defined as a function of predator abundance and activity, turbidity and habitat complexity, was quantified at four reef slope sites in Kepulauan Seribu, Indonesia. Damselfish sheltering strength was measured using stationary unmanned video cameras. Small damselfish (< 2 cm) increased their sheltering strength under high turbidity. Predator feeding activity, but not abundance, influenced damselfish sheltering strength. Contrary to our expectations, sheltering behaviour of adult damselfish decreased under high predator activity. While these observations are in line with risk-averse behaviour by juvenile P. moluccensis, they may indicate the presence of sentinel behaviour in the adults of this species. Habitat complexity seemed to be less important as a driver of damselfish behaviour. These counterintuitive results may indicate complex social behaviour and age-specific strategies for predator avoidance."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,32603d078c9e1f8b343fe7f9517f6e39840d0a37,30358216,"Biological degradation of coral framework in a turbid lagoon environment, Discovery Bay, north Jamaica",I. Macdonald; C. Perry,2003,2003-10-08,Coral reefs,,10.1007/s00338-003-0340-3,,,https://www.semanticscholar.org/paper/32603d078c9e1f8b343fe7f9517f6e39840d0a37,False,,70,72,10,Geology,Geology; Biology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,326d7cd5931541b7fc83d9b07e4f1a6e9d7877f1,86736722,"Coral Transplant Survival Over 3 Years under Different Environmental Conditions at the Hundred Islands, Philippines",Mike Joshua S. Palomar; H. Yap; E. Gomez,2009,2009-06-27,,,,,,https://www.semanticscholar.org/paper/326d7cd5931541b7fc83d9b07e4f1a6e9d7877f1,False,,11,0,0,Biology,Biology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3293cf79c6ab470d537f93c8762b0ce8ebdc914f,129488376,PRODUCTIVIDAD PLANCTÓNICA Y CONDICIONES OCEANOGRÁFICAS LOCALES EN ISLA GORGONA DURANTE JULIO 2006,Alan Giraldo; Bellineth Valencia; Diego G. Ramírez,2011,2011-06-01,,,,,,https://www.semanticscholar.org/paper/3293cf79c6ab470d537f93c8762b0ce8ebdc914f,False,,10,30,0,Geography,Geography; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,32dc410575031150d37ff1a00a89ac930d6a3028,238636904,Coral growth bands recorded trace elements associated with the Fundão dam collapse.,G. O. Cardoso; Ludmilla N. Falsarella; Pamela M. Chiroque-Solano; C. Porcher; F. Leitzke; A. Wegner; T. Carelli; P. Salomon; A. Bastos; F. Sá; S. Fallon; L. T. Salgado; R. Moura,2021,2021-10-08,Science of the Total Environment,JournalArticle,10.1016/j.scitotenv.2021.150880,,34634342,https://www.semanticscholar.org/paper/32dc410575031150d37ff1a00a89ac930d6a3028,False,,24,50,0,Medicine,Medicine; Environmental Science,"In November 2015, the collapse of the Fundão dam (Minas Gerais, Brazil) carried over 40 × 106 m3 of iron ore tailings into the Doce river and caused massive environmental and socioeconomic impacts across the watershed. The downstream mudslide scavenged contaminants deposited in the riverbed, and several potentially toxic elements were further released through reduction and solubilization of Fe oxy-hydroxides under estuarine conditions. A turbidity plume was formed off the river mouth, but the detection of contaminants' dispersion in the ocean remains poorly assessed. This situation is specially concerning because Southwestern Atlantic's largest and richest reefs are located 70-250 km to the north of the Doce river mouth, and the legal dispute over the extent of monitoring, compensation and restoration measures are based either on indirect evidence from modeling or on direct evidence from remote sensing and contaminated organisms. Coral skeletons can incorporate trace-elements and are considered good monitors of marine pollution, including inputs from open cut mining. Here, we studied a Montastraea cavernosa (Linnaeus 1767) coral colony collected 220 km northward to the river mouth, using X-rays for assessing growth bands and Laser Ablation Inductively Coupled Plasma Mass Spectrometry to recover trace elements incorporated in growth bands formed between 2014 and 2018. A threefold positive Fe anomaly was identified in early 2016, associated with negative anomalies in several elements. Variation in Ba and Y was coherent with the region's sedimentation dynamics, but also increased after 2016, akin to Pb, V and Zn. Coral growth rates decreased after the disaster. Besides validating M. cavernosa as a reliable archive of ocean chemistry, our results evidence wide-reaching sub-lethal coral contamination in the Abrolhos reefs, as well as different incorporation mechanisms into corals' skeletons."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,32f4489446a709b281cc217880746c014406603f,216148391,Preface,T. Malthus; P. Mumby,2003,2003-01-01,,Review,10.1080/0143116031000066945,,,https://www.semanticscholar.org/paper/32f4489446a709b281cc217880746c014406603f,False,,0,0,0,,Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3326b0291ba0d24acf184f636b0a3714f2ef51b4,242078185,A novel approach to model exposure of coastal-marine ecosystems to riverine flood plumes based on remote sensing techniques,J. Álvarez-Romero; M. Devlin; E. D. da Silva; C. Petus; Natalie Ban; R. Pressey; J. Kool; J. Roberts; S. Cerdeira-Estrada; A. Wenger; J. Brodie,2018,2018-06-09,,,10.31230/osf.io/kh7aw,,,https://www.semanticscholar.org/paper/3326b0291ba0d24acf184f636b0a3714f2ef51b4,True,https://osf.io/kh7aw/download,0,0,0,,Environmental Science,"Increased loads of land-based pollutants are a major threat to coastal-marine ecosystems. Identifying the affected marine areas and the scale of influence on marine ecosystems is critical to assess the ecological impacts of degraded water quality and to inform planning for catchment management and marine conservation. Studies using remotely sensed data have contributed to our understanding of the occurrence and influence of river plumes, and to our ability to assess exposure of marine ecosystems to land-based pollutants. However, refinement of plume modeling techniques is required to improve risk assessments. We developed a novel approach to model exposure of coastal-marine ecosystems to land-based pollutants. We used supervised classification of MODIS-Aqua true-color satellite imagery to map the extent of plumes and to qualitatively assess the dispersal of pollutants in plumes. We used the Great Barrier Reef (GBR), the world's largest coral reef system, to test our approach. We combined frequency of plume occurrence with spatially distributed loads (based on a cost-distance function) to create maps of exposure to suspended sediment and dissolved inorganic nitrogen. We then compared annual exposure maps (2007-2011) to assess inter-annual variability in the exposure of coral reefs and seagrass beds to these pollutants. Our findings indicate that classification of true-color satellite images is useful to map plumes and to qualitatively assess exposure to land-based pollutants. This approach should be considered complementary to remote sensing methods based on ocean color products used to characterize surface water in plumes. Observed inter-annual variation in exposure of ecosystems to pollutants stresses the need to incorporate this temporal component into plume exposure/risk models. Our study contributes to our understanding of plume spatial-temporal dynamics of the GBR and offers a method that can improve plume exposure models. Our method can also be applied to monitor exposure of coastal-marine ecosystems to plumes and explore their ecological influences."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,33ca32cbf79be770203ad9cf6b0ad6fdf0b0d8e6,90440504,"Ecologia da herbivoria por peixes-papagaio no Atlântico Oeste: organização social, ontogenia e papel funcional",João Lucas Leão Feitosa,2014,2014-08-26,,,,,,https://www.semanticscholar.org/paper/33ca32cbf79be770203ad9cf6b0ad6fdf0b0d8e6,False,,1,0,1,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,34015274dd74b949166dcb9eac15e3bb3aba4fb7,283778169,A staged and layered approach to restoring turbid nearshore coral reefs.,C. A. Page; H. Smith; T. Whitman; C. Giuliano; D. G. Bourne; C. Randall,2025,2025-12-12,Journal of Environmental Management,Review; JournalArticle,10.1016/j.jenvman.2025.128298,,41389741,https://www.semanticscholar.org/paper/34015274dd74b949166dcb9eac15e3bb3aba4fb7,True,https://doi.org/10.1016/j.jenvman.2025.128298,1,137,0,Medicine,Medicine; Environmental Science,"The ecosystem services provided by turbid nearshore coral reef ecosystems support the livelihoods of almost a billion people globally. Yet these services are threatened by ocean warming, coupled with population growth, overfishing and changing land-use practices that drive deteriorating water quality. While novel approaches to reef restoration are being developed in an attempt to build reef resilience and safeguard coral persistence through the Anthropocene, many interventions are being tested on offshore and/or clear-water reefs. Here we contend that the suite of challenging conditions faced by turbid nearshore coral reefs hinder the direct translation of restoration methods developed outside of this context. Drawing on learnings from terrestrial and coastal restoration, we advocate for an integrated, phased approach to nearshore reef restoration that addresses site-specific challenges. The approach includes (1) a habitat modification and enhancement stage aimed at facilitating natural recovery and priming the site ahead of coral restoration, (2) a coral delivery stage, and (3) a final stage of protection and maintenance of the rehabilitated site. Concomitantly, protecting and restoring connected and adjacent habitats should be prioritised, alongside improvements in catchment and reef management, including the regulation of extractive activities. Most importantly, strong action on climate change is essential to ensure restoration efforts and investments are not wasted."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3439719dc96a321bb903860137c5f907bf185f7b,289180025,Chitosan reduces turbidity without negative effects on scleractinian coral,C. Hankins; K. McDaniel; Adam Glahn; E. Moso; Brandy Arnette; Julia Perzley; Michelle Rau; Mark R. Reiss,2026,2026-06-01,Journal of Coastal Conservation,JournalArticle,10.1007/s11852-026-01235-0,,,https://www.semanticscholar.org/paper/3439719dc96a321bb903860137c5f907bf185f7b,False,,0,75,0,,Environmental Science; Chemistry,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,343e9ba8f7c7e8398ba9f2e87d829abe17d6fc63,130964681,"2009 CSREES National Water Conference; St. Louis, MO Watershed Restoration by using Vetiver Grass Systems for Downstream Water Quality Improvement in Southern Guam",M. Golabi; D. Minton,2009,,,,,,,https://www.semanticscholar.org/paper/343e9ba8f7c7e8398ba9f2e87d829abe17d6fc63,False,,0,0,0,Environmental Science,Environmental Science; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,3465f221da59f24208d2b5a47e2b8cef5eec3ac5,217166699,"The reticulate coral reef system in Golfo de Guacanayabo, SE Cuba",V. Zlatarski; B. Greenstein,2020,2020-05-01,Coral reefs,,10.1007/s00338-020-01933-7,,,https://www.semanticscholar.org/paper/3465f221da59f24208d2b5a47e2b8cef5eec3ac5,False,,3,22,0,Geography,Geography; Environmental Science; Geology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,346b233c8b196e23b1c9fa3ce006f7793519d331,128676155,Scleractinian assemblages under sediment input: their characteristics and relation to the nutrient input concept,D. Sanders; R. C. Baron-Szabo,2005,2005-01-20,,,10.1016/J.PALAEO.2004.10.008,,,https://www.semanticscholar.org/paper/346b233c8b196e23b1c9fa3ce006f7793519d331,False,,167,268,10,Geology,Geology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,347cf3fb2e35f79c191bdff016423863e78b4662,87699609,Assessing the potential for community shift from hard coral to soft coral and its impact,S. Inoue; A. Takahashi,2012,,,,10.3755/JCRS.16.29,,,https://www.semanticscholar.org/paper/347cf3fb2e35f79c191bdff016423863e78b4662,True,https://www.jstage.jst.go.jp/article/jcrs/16/1/16_29/_pdf,5,66,0,Biology,Biology; Environmental Science; Biology,"Coral reefs worldwide are now under threat of degradation and destruction by ocean acidification and global warming. Local anthropogenic impacts such as eutrophication and turbidity also weaken them. With the degradation of coral reefs, coral reef communities shift from an ecosystem dominated by hard coral to other organisms. Here we consider soft coral as an example of an organism that can replace hard corals in a reef community. In the Ryukyu Islands, soft coral is a typical organism found in coral reefs and is present at a high den-sity. However, there are far fewer published studies of soft coral than of hard corals. Therefore, few studies have quantitatively assessed the potential for a community to shift from hard coral to soft coral. Many studies of hard coral can be applicable to soft coral because they have some points in common, such as their habitat and body structure. We can consider a possible or ongoing community shift in coral reefs by comparing hard and soft coral directly, using the perspectives and techniques of hard coral studies for the study of soft coral. Here we introduce the concept of community shifts in the coral reef community with regard to previous studies. We dis-cuss the possibility and the importance of a community shift from hard to soft coral. The causes and mechanisms of the community shift are considered alongside the biological features and physical structure of soft coral. To investigate the mechanisms involved, we suggest some approaches that can be used to understand the degree of community shift occurring. Finally, we consider how the coral reef ecosystem would be affected by such a community shift. We need to undertake a multidisciplinary approach to understand the changing coral reef habitat. As an example, we suggest how to assess a community shift by collaborative studies of hard and soft coral."
